College,Role,City type,College_T1,College_T2,Role_Manager,City_Metro,previous CTC,previous job changes,Graduation marks,Exp,Actual CTC,Predicted CTC,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
Tier 3,Executive,Metro,0,0,0,1,48539,2,59,24,62387.2785236945,64264.37173253094,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,62261,4,39,27,59214.245877587215,71757.6222774151,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,66242,2,81,26,62441.31967571086,68757.56726059009,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,61262,2,82,53,91266.26922211988,78181.1350865347,,,,,,,,,,,
Tier 2,Manager,Metro,0,1,1,1,61930,1,76,41,96932.91896067176,93466.88839363249,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,58204,2,82,56,69392.13343726167,77016.93671773068,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,66907,3,64,23,70599.9148306431,67367.55099693942,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,60810,4,57,21,62927.78656935113,63987.27633270004,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,71549,4,47,50,83116.20710899055,82012.19446578246,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,63687,3,65,53,79063.47699652011,77831.62641301431,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,55575,2,76,34,66913.21723159193,65980.64336571675,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,51340,3,53,47,62978.35870204453,67411.3596709169,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,55989,1,61,33,73229.99839948304,70656.44477511832,,,,,,,,,,,
Tier 2,Manager,Non-Metro,0,1,1,0,61656,3,51,51,92299.77217104199,91761.36685888056,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,53303,2,57,49,71335.90974708363,72992.5842168903,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,52308,4,46,31,75515.44757044937,68236.02186022926,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,50961,2,74,36,67015.80029596548,69033.61498744521,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,64693,4,64,18,57202.88902574113,69051.2084237971,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,53444,3,49,50,73486.99442644876,68305.02570459715,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,50977,2,39,43,69543.9517586347,66307.54151863733,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,64679,3,84,20,71605.71515483821,75108.00933410795,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,46192,1,45,24,61873.12367206077,63849.90913904115,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,51157,1,74,60,86136.48184513576,79573.23773763863,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,50975,1,84,49,71254.94477715471,67866.93058961575,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,44522,4,75,60,73051.32185491956,71655.41766476141,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,66466,4,82,51,67802.32744199307,75240.27393497627,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,57809,4,73,58,75308.27856636408,73129.46694097857,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,64865,3,37,51,68233.5806422156,79316.62125282273,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,64419,3,54,53,76205.05217030166,83688.16521311105,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,61665,4,85,62,77770.16699313067,84640.00795489576,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,58401,4,48,19,65546.96272182914,71965.48688694899,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,56452,3,58,50,79834.41727327788,75162.49769044435,,,,,,,,,,,
Tier 2,Manager,Non-Metro,0,1,1,0,59079,4,83,30,89784.94559230987,84939.18338820076,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,57178,1,49,41,62471.08762256571,72768.83180077912,,,,,,,,,,,
Tier 1,Manager,Non-Metro,1,0,1,0,43154,1,41,29,73960.69889973315,83217.50913497951,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,66113,4,78,18,62118.85089218611,71085.3002737839,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,61367,4,53,41,68783.96497959968,69485.59883767753,,,,,,,,,,,
Tier 2,Manager,Metro,0,1,1,1,50269,3,59,35,74956.51719704061,86432.78968981883,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,49579,3,68,53,75501.92008622321,76869.02309976594,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,59535,1,74,24,66900.02088722614,69896.82494090006,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,50357,2,42,48,67920.59916796026,71963.3180351057,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,59413,1,66,59,84043.42552256874,79019.04695707606,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,62127,4,65,49,68574.13099701665,72765.69982730108,,,,,,,,,,,
Tier 2,Manager,Non-Metro,0,1,1,0,64762,1,63,37,89205.84490567094,89655.5279359979,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,49361,3,82,26,77401.55545120803,69673.18154061376,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,61256,2,65,23,107835.83580634493,93887.28486188807,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,63258,2,57,29,110711.6485181406,96390.21788425485,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,52271,3,77,45,76233.83370210417,75988.49308072924,,,,,,,,,,,
Tier 2,Manager,Metro,0,1,1,1,59081,3,62,27,65293.58007087889,88364.9256879582,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,63947,4,50,53,104204.57002519257,102840.16479454453,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,47765,3,64,31,67385.20918857772,60702.346348565654,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,56001,3,46,50,65581.334460883,74430.29292641915,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,53097,4,75,50,59911.01632815379,68875.07893435506,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,55213,2,55,34,82878.08789913553,74580.89416411077,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,46248,4,38,19,57703.78302481639,61787.84223869835,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,64931,4,70,47,73093.08809321628,78151.87006517542,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,52432,2,57,28,64475.06794479342,67096.92144206134,,,,,,,,,,,
Tier 2,Manager,Non-Metro,0,1,1,0,46681,1,64,37,69477.90333265776,81379.67505572186,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,53992,3,72,21,63291.769379261,65867.02535146821,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,61431,4,45,64,82384.89170352662,80500.8426969387,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,43343,4,80,58,70164.11951475144,65633.13134300974,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,55168,3,82,24,78091.05473479907,71806.91880421224,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,57128,4,77,31,79414.17700767731,74465.35119634197,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,49004,2,73,39,75738.92080653275,68925.42346052857,,,,,,,,,,,
Tier 2,Manager,Non-Metro,0,1,1,0,55294,3,68,47,74594.62195058296,87768.58883515335,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,60466,2,84,30,64052.01499407758,75878.77842948031,,,,,,,,,,,
Tier 2,Manager,Metro,0,1,1,1,68023,3,54,18,92851.94007926028,90117.09056973777,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,56831,2,47,22,59150.61522291838,68109.73873499458,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,60909,3,67,23,68466.49490432336,74202.64052104004,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,54744,4,62,33,85461.75225429755,93369.22842688934,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,54660,3,43,27,75374.5985357178,72438.84907354187,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,55085,1,59,45,69720.35202917567,73388.02955834055,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,54021,3,60,57,74557.87817027551,71241.6478356565,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,57988,3,67,47,80463.19735584327,79148.39193326875,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,53563,2,82,42,71950.14938686711,71778.65922535569,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,65041,3,35,64,79054.08904232609,82804.17804090297,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,49106,4,64,38,63268.58700707359,63929.916705896096,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,60296,2,56,61,96256.60097034561,83972.52930670496,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,52516,2,55,53,68076.23443243025,74233.74021158778,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,62913,4,55,44,81307.62639078955,76473.55797069464,,,,,,,,,,,
Tier 3,Manager,Non-Metro,0,0,1,0,56259,2,37,19,76235.42289430783,81887.0722497407,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,58635,2,76,41,64401.60628762882,73299.83261105246,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,58393,2,54,51,81726.79964081383,74988.84273208602,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,56343,3,58,40,75930.73037255045,71944.79143124138,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,69103,3,61,45,81819.77520394919,83723.22584113867,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,56302,2,78,35,62792.65115870357,69795.07172574563,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,58682,4,56,53,73479.73895335819,76341.16808653818,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,44755,4,79,30,73291.90392844738,87978.50979932283,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,68087,2,48,18,66140.3836796247,70798.67075284335,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,61111,3,67,51,71038.65228694896,76125.2658100489,,,,,,,,,,,
Tier 1,Manager,Non-Metro,1,0,1,0,53210,1,40,50,92436.86118251075,93318.2352071291,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,56411,2,56,31,62441.058528689166,64755.92427702283,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,49618,3,79,35,73044.66441556417,68066.19088534305,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,59442,2,72,60,74787.18435965666,83287.52695893458,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,61362,2,51,21,62090.11311372353,69363.07209151372,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,42655,2,70,29,71426.62525810715,67495.12997642448,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,51003,4,74,62,76961.05501287752,70197.5636349443,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,62984,1,38,39,72415.05497953403,69975.31319634314,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,55600,4,58,19,73330.7771879549,70663.47594303673,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,52226,2,61,22,64833.3875814709,65974.10959169769,,,,,,,,,,,
Tier 2,Manager,Metro,0,1,1,1,46979,1,66,53,75738.71620996232,89786.82130144702,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,59752,3,46,39,71427.1606567063,69180.7362155944,,,,,,,,,,,
Tier 3,Manager,Metro,0,0,1,1,49839,1,81,27,78089.71985998991,85121.73488239275,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,68797,2,79,30,71340.34136018908,74201.89547095523,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,50705,3,52,30,62955.460124656325,67309.52251006743,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,55987,4,50,58,69343.88680096011,76979.10586804098,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,51256,4,75,33,73503.97590508813,91746.7639348604,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,51639,1,69,42,60460.06826632456,65506.29912475715,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,59523,2,55,64,73467.45779495448,74820.28879380564,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,46380,1,62,21,70752.07564380081,67202.7378978309,,,,,,,,,,,
Tier 2,Manager,Non-Metro,0,1,1,0,71123,4,57,18,100497.31484933507,87362.0205488457,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,48611,4,61,23,70232.89652165808,63007.03747905689,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,57328,4,65,45,60284.57755598575,69522.6224856753,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,63521,4,82,40,82780.39422594715,71013.21777673904,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,57604,3,82,19,65275.61620882375,62889.48082178204,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,59305,4,78,18,74275.10208319219,66557.28024234212,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,47312,4,75,25,71026.40204325171,68407.02900288388,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,54513,3,82,46,80991.2090776846,73179.47876190397,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,63523,3,45,33,58048.11778247909,69337.7666851418,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,48852,1,76,54,68903.48180180987,71444.5507489097,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,44096,3,60,28,79412.81720845604,67832.07747973216,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,58892,2,79,36,65165.85850956534,71239.9883682772,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,54118,2,50,20,56178.11290204874,60839.38963960373,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,44960,4,42,24,61624.90052723074,58412.60156737597,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,58422,2,54,23,75585.98077074788,73171.92252330005,,,,,,,,,,,
Tier 1,Manager,Non-Metro,1,0,1,0,49329,4,46,47,85420.68721081107,90501.93904964726,,,,,,,,,,,
Tier 3,Manager,Non-Metro,0,0,1,0,59455,4,43,33,112797.03329280994,86840.1888286993,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,62637,2,65,45,69816.62682979344,80837.25099758091,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,45637,4,37,26,70626.0904372374,63342.64302306296,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,59481,4,77,18,64189.892642357474,62553.27032516932,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,57100,2,54,44,65875.30685200948,68478.22871079284,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,49702,2,85,60,76284.19206897795,74167.42249422093,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,54415,3,75,64,73791.07793807503,77860.62576468606,,,,,,,,,,,
Tier 2,Manager,Metro,0,1,1,1,52110,1,67,56,98530.3866789958,92918.0266963999,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,49570,4,72,36,83977.23773496793,91766.63732746018,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,60301,3,66,41,100861.5119865879,98079.0828100484,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,43612,3,48,39,71010.86265168915,65877.6276889926,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,59933,3,77,63,80641.20186141186,84206.40287005635,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,53563,3,69,36,55882.25585144307,65516.721249687,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,50705,3,74,28,55436.85338582649,62104.63557739843,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,56493,1,73,58,74613.29649587236,76856.73558527273,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,61040,3,54,36,78423.9388177773,73055.17418109704,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,58049,2,51,42,65084.42700236284,72481.61508521036,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,54506,2,65,36,68699.57806135762,74760.62577842225,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,55502,1,47,56,81558.03426554194,76482.61418066401,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,43496,1,57,35,59786.34017914078,65471.32081440136,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,55109,2,68,59,62624.16020335222,72327.78740608493,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,52417,3,73,21,72336.44685667963,69781.01977117284,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,48990,4,83,59,79310.36643380606,78058.71309947784,,,,,,,,,,,
Tier 2,Manager,Non-Metro,0,1,1,0,62458,2,66,23,84342.95362671709,84849.44467075414,,,,,,,,,,,
Tier 2,Manager,Non-Metro,0,1,1,0,50520,1,80,57,77117.5020104946,88339.27408283166,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,59420,2,46,53,76789.76377796796,81497.82184442042,,,,,,,,,,,
Tier 2,Manager,Non-Metro,0,1,1,0,62279,1,84,60,105013.7226192577,94497.35347005891,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,63285,2,62,51,86109.9269163867,78623.88175755984,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,71756,4,67,23,72141.43492962478,73585.96961219452,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,44682,4,44,27,62625.75214593209,63703.371608983645,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,57576,2,43,55,79029.7473913112,76546.88951713512,,,,,,,,,,,
Tier 1,Manager,Non-Metro,1,0,1,0,58364,2,74,37,94112.48165310254,92123.81549137185,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,58625,1,63,61,85704.68906799298,78637.91293946802,,,,,,,,,,,
Tier 1,Manager,Non-Metro,1,0,1,0,60754,2,65,46,110450.43014589434,95591.62371029664,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,52462,3,57,53,74631.45936877873,74124.00993801643,,,,,,,,,,,
Tier 1,Manager,Non-Metro,1,0,1,0,52402,3,65,49,74672.78345604154,92474.10254245234,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,53334,1,77,20,72656.07963773042,66006.11165999155,,,,,,,,,,,
Tier 2,Manager,Non-Metro,0,1,1,0,62455,4,60,48,102188.48483556515,91242.47240846077,,,,,,,,,,,
Tier 3,Manager,Metro,0,0,1,1,52388,2,40,25,81777.6036375305,85766.80116170808,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,52322,1,49,25,76563.40508330714,61409.3682861673,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,52235,3,36,57,87812.20188443929,79196.36333216506,,,,,,,,,,,
Tier 1,Manager,Non-Metro,1,0,1,0,75785,4,63,37,110338.25254589517,99956.00537165762,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,49974,2,77,38,60572.123194714426,69099.4149843334,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,56950,4,44,55,64365.88027525905,72009.90214369932,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,45321,1,65,36,64269.183428891614,66551.97942572896,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,47794,2,50,51,70541.8681385081,75646.14567571944,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,53920,2,60,40,73208.37852488713,75549.67906017593,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,62728,4,71,18,65436.751225819404,68137.83309273401,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,65633,3,56,57,73353.22036669325,85286.69869210955,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,47254,4,83,61,83867.15982096258,77787.85627565131,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,44699,3,75,25,57799.65760888725,63205.715062418894,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,59813,1,79,50,82305.51166870684,80906.39968752845,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,54051,2,40,26,65478.94610131835,62399.60884676168,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,47027,3,71,42,74077.18973926366,67316.4493272428,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,50329,4,64,43,70299.69717787503,74521.70485514667,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,42581,4,62,44,75358.79085719388,71242.0598533395,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,55895,4,40,23,61970.760418501864,63158.722456655385,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,49123,4,53,49,93648.46704951696,71476.17310403622,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,62570,3,61,33,76271.87233010813,72093.2728852955,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,58546,4,56,41,79412.08851758915,77774.4764131551,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,56740,1,49,37,76894.94372338732,72071.50200100882,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,54979,4,72,22,65489.22958737299,71136.21554022649,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,47472,2,77,23,60817.97197755702,63477.845134737334,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,44468,2,85,21,69857.81341638244,62113.62866154503,,,,,,,,,,,
Tier 1,Manager,Non-Metro,1,0,1,0,64930,1,66,51,114939.64543394337,98890.32018986074,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,54374,3,46,25,70244.2481815747,67141.62051273965,,,,,,,,,,,
Tier 2,Manager,Metro,0,1,1,1,56541,2,55,32,83707.39454705411,88606.61939650384,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,57679,4,70,57,87477.22953907098,100978.4485452375,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,54712,1,49,36,64010.15861398737,66244.98848884332,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,63180,2,63,22,82469.1630637739,75069.1545004145,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,60270,4,69,57,70126.62967138084,78088.5355128525,,,,,,,,,,,
Tier 3,Manager,Non-Metro,0,0,1,0,47495,4,38,64,80020.80607240183,89492.21904787868,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,55139,3,45,36,72854.0714566447,65424.0356594571,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,51735,3,61,54,66678.16329874558,78131.56603604142,,,,,,,,,,,
Tier 2,Manager,Metro,0,1,1,1,61650,3,51,47,106083.08206346234,94798.13061824325,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,58586,3,39,62,75871.39128859558,83405.3149226461,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,66002,1,83,61,74820.02149402586,82523.21600198705,,,,,,,,,,,
Tier 1,Manager,Non-Metro,1,0,1,0,47266,1,61,43,84114.73751915705,88723.32187930186,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,47405,2,55,19,68346.91929253047,62444.735567836455,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,64420,3,65,18,58213.88612532579,64918.645253408235,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,43863,2,72,19,61926.90648255925,56702.87385291613,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,43788,4,85,49,67487.61101897532,73056.56932544221,,,,,,,,,,,
Tier 2,Manager,Metro,0,1,1,1,63425,4,38,60,101535.38085060634,98958.72975374653,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,54728,3,37,26,63450.60184482829,72220.36707344376,,,,,,,,,,,
Tier 2,Executive,Metro,0,1,0,1,57972,3,41,49,72940.89005456018,74218.06068407485,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,63978,3,46,60,82356.55890209698,81248.37828169824,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,57607,4,65,26,67500.35037211544,69313.46883359973,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,60357,3,36,27,72642.88707835578,75059.97920716673,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,57009,3,51,44,70973.39460791678,68361.7071437214,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,65649,3,42,63,84786.23951533431,86893.01037110422,,,,,,,,,,,
Tier 1,Manager,Non-Metro,1,0,1,0,47419,2,50,32,77614.87764526633,85855.24709556167,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,55922,2,77,22,71337.37182149343,67082.7796862603,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,61427,2,41,18,87870.74565910807,92705.37305377267,,,,,,,,,,,
Tier 3,Executive,Non-Metro,0,0,0,0,55640,3,42,59,70233.93182104736,72542.53482637013,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,55241,4,79,44,76125.83299022286,72914.19688201672,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,48676,1,58,33,61726.27033405162,66765.95256955683,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,58164,4,53,24,64801.961554884765,63569.883850061655,,,,,,,,,,,
Tier 3,Manager,Non-Metro,0,0,1,0,56740,4,77,43,78680.20727660313,88146.52448954638,,,,,,,,,,,
Tier 1,Manager,Metro,1,0,1,1,45505,3,57,45,99918.30146464222,92373.78392456709,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,48360,3,41,61,74265.40047186047,74373.5228822625,,,,,,,,,,,
Tier 2,Executive,Non-Metro,0,1,0,0,55929,1,80,35,59047.33526110246,65614.7208157194,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,53493,4,53,62,80458.5775261872,76878.83892582575,,,,,,,,,,,
Tier 1,Executive,Non-Metro,1,0,0,0,61004,1,35,62,80531.42207965527,80595.25118621628,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,56939,3,75,38,75515.7441401546,76296.2502615856,,,,,,,,,,,
Tier 3,Executive,Metro,0,0,0,1,57954,1,71,34,68438.24915642016,71246.9473875137,,,,,,,,,,,
Tier 1,Executive,Metro,1,0,0,1,49897,4,51,43,70647.3258052523,74350.3861676359,,,,,,,,,,,
